Downloaded URL,Size in Bytes,No of outlinks,ContentType
https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/jim-harrison,281299,772,text/html
https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/mary-angelica,281385,772,text/html
https://www.nytimes.com/2023/08/31/realestate/housing-market-near-nyc.html,450679,123,text/html
https://www.nytimes.com/2023/09/21/realestate/homes-for-sale-in-new-york-and-new-jersey.html,525023,123,text/html
https://www.nytimes.com/spotlight/the-well-newsletter,399508,63,text/html
https://www.nytimes.com/2023/09/07/realestate/housing-market-near-nyc.html,473244,123,text/html
https://www.nytimes.com/2023/08/24/realestate/housing-market-nyc.html,468721,125,text/html
https://www.nytimes.com/2023/08/24/realestate/housing-market-near-nyc.html,480123,123,text/html
https://www.nytimes.com/by/jancee-dunn,328582,54,text/html
https://www.nytimes.com/2017/11/15/well/family/why-your-grumpy-teenager-doesnt-want-to-talk-to-you.html,258554,122,text/html
https://www.nytimes.com/2023/09/21/realestate/housing-market-nyc.html,465182,125,text/html
https://www.nytimes.com/2023/09/14/realestate/homes-for-sale-in-manhattan-and-brooklyn.html,413253,125,text/html
https://www.nytimes.com/2023/09/14/realestate/housing-market-near-nyc.html,469849,123,text/html
https://www.nytimes.com/2023/09/07/realestate/housing-market-nyc.html,491733,126,text/html
https://www.nytimes.com/2023/08/31/realestate/housing-market-nyc.html,428685,125,text/html
https://www.nytimes.com/2023/06/16/movies/asteroid-city-clip.html,297523,135,text/html
https://www.nytimes.com/video/movies/100000006468509/the-curse-of-la-llorona-clip.html,1048576,54,text/html
https://www.nytimes.com/2023/04/28/movies/are-you-there-god-its-me-margaret-clip.html,259918,135,text/html
https://www.nytimes.com/video/movies/100000006780191/parasite-scene.html,1048576,54,text/html
https://www.nytimes.com/video/movies/green-book-scene.html,1048576,54,text/html
https://www.nytimes.com/2022/02/02/magazine/steven-banks-homelessness.html,383324,127,text/html
https://www.nytimes.com/video/movies/100000007941739/candyman-scene.html,1048576,54,text/html
https://www.nytimes.com/2023/05/26/movies/the-little-mermaid-clip.html,305425,126,text/html
https://www.nytimes.com/video/movies/100000008892847/beau-is-afraid-scene.html,1048576,54,text/html
https://www.nytimes.com/spotlight/oscar-winners,418153,64,text/html
https://www.nytimes.com/video/movies/100000008294175/everything-everywhere-all-at-once-scene.html,1048576,54,text/html
https://www.nytimes.com/2023/05/05/movies/beau-is-afraid-clip.html,267119,137,text/html
https://www.nytimes.com/2022/03/30/nyregion/nyc-homeless-eric-adams.html,267656,120,text/html
https://www.nytimes.com/video/movies/100000006422335/us-clip.html,1048576,54,text/html
https://www.nytimes.com/video/movies/100000008798738/tar-scene.html,1048576,54,text/html
https://www.nytimes.com/wirecutter/authors/brent-butterworth/,357990,645,text/html
https://www.nytimes.com/wirecutter/reviews/the-best-200-in-ear-headphones/,642225,719,text/html
https://www.nytimes.com/wirecutter/reviews/best-headphones-under-40/,593601,711,text/html
https://www.nytimes.com/2023/08/17/world/europe/allies-to-be-allowed-to-send-f-16s-to-ukraine-us-official-says.html,255756,145,text/html
https://www.nytimes.com/wirecutter/authors/courtney-schley/,329657,647,text/html
https://www.nytimes.com/2023/09/01/world/europe/ukraine-fight-negotiations.html,276765,139,text/html
https://www.nytimes.com/2023/09/10/opinion/ukraine-war-corruption.html,271618,150,text/html
https://www.nytimes.com/2023/08/24/opinion/international-world/prigozhin-plane-crash-putin.html,262005,143,text/html
https://www.nytimes.com/2023/08/10/us/politics/biden-ukraine-aid.html,276879,140,text/html
https://www.nytimes.com/2023/08/24/world/europe/prigozhin-plane-crash-russia-wagner.html,279145,146,text/html
https://www.nytimes.com/2022/05/31/opinion/biden-ukraine-strategy.html,253217,122,text/html
https://www.nytimes.com/2023/07/10/opinion/cluster-munitions-ukraine-biden.html,262135,131,text/html
https://www.nytimes.com/wirecutter/reviews/best-gear-for-small-apartments/,824003,806,text/html
https://www.nytimes.com/by/kashmir-hill,363531,55,text/html
https://www.nytimes.com/2020/09/22/world/australia/tasmania-whales-beached.html,309391,121,text/html
https://www.nytimes.com/2017/02/10/world/australia/whales-beach-new-zealand.html,268292,122,text/html
https://www.nytimes.com/2022/02/10/technology/tesla-racial-discrimination-california-suit.html,242417,120,text/html
https://www.nytimes.com/2023/03/31/business/tesla-union-musk-twitter.html,238429,123,text/html
https://www.nytimes.com/2022/04/01/technology/amazon-union-staten-island.html,328331,136,text/html
https://www.nytimes.com/wirecutter/blog/get-rid-used-car-seat/,360976,665,text/html
https://www.nytimes.com/wirecutter/guides/how-to-clean-a-car-seat/,401530,669,text/html
https://www.nytimes.com/wirecutter/blog/target-car-seat-trade-in-event/,369192,665,text/html
https://www.nytimes.com/article/kids-carsick.html,283837,136,text/html
https://www.nytimes.com/wirecutter/authors/christina-szalinski/,318745,642,text/html
https://www.nytimes.com/wirecutter/blog/should-you-spring-for-egyptian-cotton-sheets/,348102,663,text/html
https://www.nytimes.com/wirecutter/blog/inexpensive-improvements-for-any-bathroom-even-if-you-rent/,363665,670,text/html
https://www.nytimes.com/wirecutter/blog/dna-testing-water-bottles-4k-monitors/,371649,675,text/html
https://www.nytimes.com/wirecutter/authors/jackie-reeve/,358997,644,text/html
https://www.nytimes.com/wirecutter/reviews/best-budget-monitors/,594786,713,text/html
https://www.nytimes.com/wirecutter/authors/dave-gershgorn/,333560,644,text/html
https://www.nytimes.com/wirecutter/reviews/frontgate-resort-bath-towel-review/,358873,662,text/html
https://www.nytimes.com/wirecutter/reviews/best-insulated-wine-tumblers/,450517,686,text/html
https://www.nytimes.com/wirecutter/reviews/best-grab-bars/,594382,692,text/html
https://www.nytimes.com/wirecutter/reviews/best-qi-wireless-charging-power-banks/,640981,725,text/html
https://www.nytimes.com/wirecutter/reviews/best-prybar/,392855,677,text/html
https://www.nytimes.com/wirecutter/gifts/best-family-gift-ideas/,631478,750,text/html
https://www.nytimes.com/2018/12/10/well/live/how-to-foster-empathy-in-children.html,271032,131,text/html
https://www.nytimes.com/2020/01/27/books/newbery-new-kid-jerry-craft-caldecott-undefeated-kwame-alexander.html,242243,138,text/html
https://www.nytimes.com/wirecutter/reviews/best-amazon-kindle-paperwhite-case/,484559,679,text/html
https://www.nytimes.com/2013/11/08/giving/how-to-choose-a-charity-wisely.html,242340,119,text/html
https://www.nytimes.com/wirecutter/blog/read-more-for-less/,421604,709,text/html
https://www.nytimes.com/wirecutter/reviews/gilmore-girls/,357522,659,text/html
https://www.nytimes.com/2017/03/31/books/review/for-george-takei-beyond-star-trek-to-a-graphic-novel.html,219017,124,text/html
https://www.nytimes.com/spotlight/graphic-novels-comic-books,323016,62,text/html
https://www.nytimes.com/wirecutter/reviews/easy-home-cleaning-life-hacks/,516877,722,text/html
https://www.nytimes.com/wirecutter/lists/most-popular-gifts-2022/,629625,964,text/html
https://www.nytimes.com/2020/02/28/books/graphic-novels-your-kid-probably-hasnt-read-yet.html,305126,148,text/html
https://www.nytimes.com/wirecutter/blog/steam-deck-favorite-way-to-play-games/,399278,698,text/html
https://www.nytimes.com/wirecutter/blog/switch-games-that-help-regulate-my-brain/,370204,675,text/html
https://www.nytimes.com/wirecutter/blog/how-to-teach-someone-a-board-game/,377490,671,text/html
https://www.nytimes.com/wirecutter/blog/virtual-game-night/,365395,675,text/html
https://www.nytimes.com/wirecutter/blog/become-neighborhood-cornhole-champ/,379827,673,text/html
https://www.nytimes.com/wirecutter/blog/jigsaw-puzzles-we-love/,387192,674,text/html
https://www.nytimes.com/wirecutter/blog/wordle-puzzles/,371818,667,text/html
https://www.nytimes.com/wirecutter/reviews/favorite-video-games-may-2023/,409964,672,text/html
https://www.nytimes.com/wirecutter/blog/baldurs-gate-3-review/,353100,657,text/html
https://www.nytimes.com/wirecutter/blog/tips-to-store-and-display-puzzles/,375671,675,text/html
https://www.nytimes.com/wirecutter/reviews/best-cornhole-bags-boards/,517632,693,text/html
https://www.nytimes.com/wirecutter/reviews/great-modern-yahtzee-alternatives/,401766,676,text/html
https://www.nytimes.com/wirecutter/reviews/lego-botanical-kits/,525075,720,text/html
https://www.nytimes.com/wirecutter/reviews/how-to-pick-the-best-chess-set/,395906,678,text/html
https://www.nytimes.com/wirecutter/reviews/best-mystery-box-game-subscriptions/,442159,677,text/html
https://www.nytimes.com/wirecutter/lists/what-to-pack-for-camping-trips-with-kids/,495593,790,text/html
https://www.nytimes.com/2023/06/29/style/grimace-milkshake.html,262229,127,text/html
https://www.nytimes.com/1995/06/02/books/books-of-the-times-magical-realism-from-2-cultures.html,227133,127,text/html
https://www.nytimes.com/2021/06/14/well/eat/coffee-health-benefits.html?action=click&pgtype=Article&state=default&module=styln-coffee&variant=show&region=BELOW_MAIN_CONTENT&block=storyline_flex_guide_recirc,283510,133,text/html
https://www.nytimes.com/2023/04/28/climate/coffee-liberica-uganda.html?action=click&pgtype=Article&state=default&module=styln-coffee&variant=show&region=BELOW_MAIN_CONTENT&block=storyline_flex_guide_recirc,283374,125,text/html
https://www.nytimes.com/2021/11/30/well/eat/why-does-coffee-make-you-poop.html?action=click&pgtype=Article&state=default&module=styln-coffee&variant=show&region=BELOW_MAIN_CONTENT&block=storyline_flex_guide_recirc,281358,134,text/html
https://www.nytimes.com/2022/09/08/style/iced-coffee-starbucks.html?action=click&pgtype=Article&state=default&module=styln-coffee&variant=show&region=BELOW_MAIN_CONTENT&block=storyline_flex_guide_recirc,254226,129,text/html
https://www.nytimes.com/2023/09/26/well/eat/coffee-benefits-caffeine-risks.html?action=click&pgtype=Article&state=default&module=styln-coffee&variant=show&region=BELOW_MAIN_CONTENT&block=storyline_flex_guide_recirc,269857,131,text/html
https://www.nytimes.com/topic/subject/statue-of-liberty,452296,54,text/html
https://www.nytimes.com/2023/02/02/well/move/caffeine-workout-exercise.html?action=click&pgtype=Article&state=default&module=styln-coffee&variant=show&region=BELOW_MAIN_CONTENT&block=storyline_flex_guide_recirc,263941,143,text/html
https://www.nytimes.com/2022/06/01/well/eat/coffee-study-lower-dying-risk.html?action=click&pgtype=Article&state=default&module=styln-coffee&variant=show&region=BELOW_MAIN_CONTENT&block=storyline_flex_guide_recirc,260690,130,text/html
https://www.nytimes.com/2023/09/24/us/newsom-veto-bill-child-gender-affirmation.html,241370,125,text/html
https://www.nytimes.com/2023/09/25/business/media/hollywood-writers-strike-deal.html,278333,137,text/html
https://www.nytimes.com/by/pete-wells,266418,56,text/html
https://www.nytimes.com/2022/03/15/dining/restaurant-review-commerce-inn.html,401583,140,text/html
https://www.nytimes.com/2014/12/07/t-magazine/jody-williams-rita-sodi-via-carota-buvette-i-sodi.html,319494,120,text/html
https://www.nytimes.com/2015/03/04/dining/restaurant-review-via-carota-in-the-west-village.html,389952,143,text/html
https://www.nytimes.com/2014/01/08/dining/reviews/comfort-from-the-cold-winds.html,323006,132,text/html
https://www.nytimes.com/2016/04/13/dining/i-sodi-restaurant-review.html,376159,135,text/html
https://www.nytimes.com/2023/10/01/us/newsom-senate-feinstein-laphonza-butler.html,249155,113,text/html
https://www.nytimes.com/2023/10/02/us/politics/mccarthy-gaetz-house-speaker.html,264314,132,text/html
https://www.nytimes.com/2023/10/01/us/trailblazer-role-model-mentor-feinsteins-impact-on-women-in-office.html,260756,120,text/html
https://www.nytimes.com/2023/10/02/us/laphonza-butler-senate-california.html,276310,128,text/html
https://www.nytimes.com/2023/10/02/business/hollywood-actors-studios-talks.html,237441,122,text/html
https://www.nytimes.com/2023/02/14/us/dianne-feinstein-career.html,343141,138,text/html
https://www.nytimes.com/by/heather-knight,475307,54,text/html
https://www.nytimes.com/2023/09/30/us/dianne-feinstein-impact-san-francisco.html,266010,120,text/html
https://www.nytimes.com/newsletters/signup/VEG,83499,34,text/html
https://www.nytimes.com/column/the-veggie,317652,57,text/html
https://www.nytimes.com/2022/07/07/dining/eating-well-in-the-great-outdoors.html,271305,132,text/html
https://www.nytimes.com/2023/09/25/us/san-francisco-reputation.html?searchResultPosition=1,300183,121,text/html
https://www.nytimes.com/2023/09/27/us/in-rare-alliance-democrats-and-republicans-seek-legal-power-to-clear-homeless-camps.html,262451,118,text/html
https://www.nytimes.com/by/christina-morales,294960,55,text/html
https://www.nytimes.com/by/jill-cowan,498487,55,text/html
https://www.nytimes.com/2023/09/26/business/target-store-closures-theft.html,949358,131,text/html
https://www.nytimes.com/2023/09/26/us/san-francisco-mayor-levis-daniel-lurie.html,260748,119,text/html
https://www.nytimes.com/2023/07/11/us/writers-strike-hollywood-diner.html,267638,128,text/html
https://www.nytimes.com/by/tejal-rao,265440,55,text/html
https://www.nytimes.com/2023/04/01/dining/drinks/lesbian-bars-los-angeles.html,316660,147,text/html
https://www.nytimes.com/interactive/2023/dining/best-nyc-restaurants.html,339864,126,text/html
https://www.nytimes.com/2023/09/29/us/politics/dianne-feinstein-replacement-senate.html,253007,130,text/html
https://www.nytimes.com/2023/09/29/us/feinstein-san-francisco.html,222643,118,text/html
https://www.nytimes.com/2023/09/08/us/california-caste-discrimination.html?smid=nytcore-ios-share&referringSource=articleShare,288638,124,text/html
https://www.nytimes.com/2023/09/30/us/newsom-veto-unemployment-pay-strikes.html,241415,118,text/html
https://www.nytimes.com/2023/09/24/fashion/watch-clubs-proliferate.html,280314,123,text/html
https://www.nytimes.com/2022/11/29/nyregion/nyc-mentally-ill-involuntary-custody.html,282750,137,text/html
https://www.nytimes.com/2023/09/28/us/marriage-fraud-california-immigration.html,239655,115,text/html
https://www.nytimes.com/2023/09/28/business/tesla-eeoc-discrimination-black-workers.html,243578,129,text/html
https://www.nytimes.com/2023/09/28/us/sea-lion-san-diego-beach-closed.html,280895,116,text/html
https://www.nytimes.com/2022/04/30/opinion/forced-addiction-treatment.html,267523,153,text/html
https://www.nytimes.com/column/jamelle-bouie,300587,58,text/html
https://www.nytimes.com/2023/10/03/opinion/biden-trump-election-democracy.html,281783,125,text/html
https://www.nytimes.com/newsletters/signup/JBO,83491,34,text/html
https://www.nytimes.com/2023/08/21/us/politics/hawaii-governor-josh-green-maui-fires.html?action=click&pgtype=Article&state=default&module=styln-hawaii-wildfires&variant=show&region=BELOW_MAIN_CONTENT&block=storyline_flex_guide_recirc,290596,137,text/html
https://www.nytimes.com/2023/08/11/insider/a-chimp-sanctuary-with-a-new-urgency-to-give-shelter.html,257689,130,text/html
https://www.nytimes.com/series/times-insider,642009,54,text/html
https://www.nytimes.com/series/your-lead,432670,61,text/html
https://www.nytimes.com/2023/09/07/us/did-you-try-to-get-an-abortion-in-the-past-year-we-want-to-hear-from-you.html,222926,116,text/html
https://www.nytimes.com/2023/09/07/travel/trip-advice-hacks-tips.html,240031,125,text/html
https://www.nytimes.com/article/maui-wildfires-hawaii.html,281631,140,text/html
https://www.nytimes.com/ca/section/reader-center,815873,106,text/html
https://www.nytimes.com/interactive/2023/travel/52-places-travel-2023.html,682722,451,text/html
https://www.nytimes.com/2023/08/06/reader-center/oppenheimer-william-laurence.html,245219,132,text/html
https://www.nytimes.com/2023/10/03/world/europe/greece-wildfires-migrants.html,257783,120,text/html
https://www.nytimes.com/article/maui-wildfire-victims.html,277183,131,text/html
https://www.nytimes.com/2023/10/08/podcasts/the-daily/the-sunday-read-the-dungeons-dragons-players-of-death-row.html,274924,138,text/html
https://www.nytimes.com/2023/10/01/insider/the-veggie-newsletter.html,244867,122,text/html
https://www.nytimes.com/2023/08/10/us/hawaii-fires-how-to-help.html?action=click&pgtype=Article&state=default&module=styln-hawaii-wildfires&variant=show&region=BELOW_MAIN_CONTENT&block=storyline_flex_guide_recirc,243992,140,text/html
https://www.nytimes.com/2023/08/02/business/economy/commute-change-pandemic.html,243811,117,text/html
https://www.nytimes.com/newsletters/traveldispatch,83528,34,text/html
https://www.nytimes.com/2023/09/29/insider/united-auto-workers-strikes.html,255415,121,text/html
https://www.nytimes.com/2023/08/15/us/hawaii-maui-lahaina-fire.html,392487,139,text/html
https://www.nytimes.com/series/in-times-past,297946,54,text/html
https://www.nytimes.com/2023/09/13/obituaries/overlooked-nominations.html,234738,120,text/html
https://www.nytimes.com/2023/08/21/us/maui-wildfire-response.html?action=click&pgtype=Article&state=default&module=styln-hawaii-wildfires&variant=show&region=BELOW_MAIN_CONTENT&block=storyline_flex_guide_recirc,302828,137,text/html
https://www.nytimes.com/2023/10/01/insider/close-enough-to-call-back.html,235169,120,text/html
https://www.nytimes.com/2023/08/24/us/hawaii-lahaina-fire-lawsuit.html?action=click&pgtype=Article&state=default&module=styln-hawaii-wildfires&variant=show&region=BELOW_MAIN_CONTENT&block=storyline_flex_guide_recirc,242186,130,text/html
https://www.nytimes.com/2023/08/17/travel/maui-wildfires-travel-tourism.html,284732,146,text/html
https://www.nytimes.com/2023/09/13/us/maui-lahaina-fire-family-escape.html?action=click&pgtype=Article&state=default&module=styln-hawaii-wildfires&variant=show&region=BELOW_MAIN_CONTENT&block=storyline_flex_guide_recirc,317044,127,text/html
https://www.nytimes.com/2023/08/18/nyregion/are-you-using-chatgpt-in-your-school-or-university-we-want-to-hear-about-it.html,245646,113,text/html
https://www.nytimes.com/2023/07/22/pageoneplus/an-all-star-lineup.html,243853,134,text/html
https://www.nytimes.com/2023/07/26/reader-center/energy-sources-alternatives-power-electric.html,242834,117,text/html
https://www.nytimes.com/2023/08/28/insider/lungs-as-weve-never-published-them-before.html,247513,113,text/html
https://www.nytimes.com/2023/10/05/insider/need-news-fast-try-listening-to-your-headlines.html,244161,116,text/html
https://www.nytimes.com/by/christine-chung,454861,55,text/html
https://www.nytimes.com/2022/08/12/travel/sustainable-tourism-hawaii.html,270271,132,text/html
https://www.nytimes.com/interactive/2023/08/10/us/maui-wildfire-map-hawaii.html,303160,144,text/html
https://www.nytimes.com/2023/08/10/us/hawaii-fires-how-to-help.html,243968,140,text/html
https://www.nytimes.com/2023/09/08/us/lahaina-fire-families.html?action=click&pgtype=Article&state=default&module=styln-hawaii-wildfires&variant=show&region=BELOW_MAIN_CONTENT&block=storyline_flex_guide_recirc,264714,126,text/html
https://www.nytimes.com/interactive/2023/09/29/health/mosquitoes-wolbachia-disease-viruses.html,322182,124,text/html
https://www.nytimes.com/interactive/2023/10/03/us/politics/mccarthy-house-speaker-vote-live.html,193253,148,text/html
https://www.nytimes.com/2023/09/30/us/politics/previous-government-shutdowns.html,333146,126,text/html
https://www.nytimes.com/interactive/2021/us/covid-cases.html,1048576,234,text/html
https://www.nytimes.com/interactive/2023/08/11/us/hawaii-wildfire-lahaina-damage.html,194473,132,text/html
https://www.nytimes.com/interactive/2023/08/30/world/europe/ukraine-war-russia-attacks-seismic-waves.html,727219,140,text/html
https://www.nytimes.com/interactive/2023/10/07/world/middleeast/israel-gaza-maps.html,273110,138,text/html
https://www.nytimes.com/interactive/2022/us/heat-wave-map-tracker.html,305791,148,text/html
https://www.nytimes.com/interactive/2022/07/08/nyregion/bronx-fire-nyc.html,208770,123,text/html
https://www.nytimes.com/interactive/2022/12/15/us/mar-a-lago-trump-documents.html,214257,147,text/html
https://www.nytimes.com/interactive/2023/09/30/us/politics/senate-shutdown-vote-live.html,281031,238,text/html
https://www.nytimes.com/2023/10/02/upshot/evictions-children-american-renters.html,622167,172,text/html
https://www.nytimes.com/interactive/2023/09/29/us/politics/gop-mccarthy-shutdown-holdouts.html,326006,208,text/html
https://www.nytimes.com/interactive/2022/01/27/us/politics/congressional-gerrymandering-redistricting-game-2022.html,410266,122,text/html
https://www.nytimes.com/2023/07/15/us/politics/no-labels-presidential-run.html,275685,132,text/html
https://www.nytimes.com/2023/10/04/us/politics/desantis-iowa-fundraising.html?action=click&pgtype=Article&state=default&module=styln-2024-election&variant=show&region=BELOW_MAIN_CONTENT&block=storyline_flex_guide_recirc,278881,142,text/html
https://www.nytimes.com/2023/09/29/us/politics/robert-f-kennedy-third-party-democrats-primary.html,258937,137,text/html
https://www.nytimes.com/by/lisa-lerer,471273,57,text/html
https://www.nytimes.com/2023/09/28/us/politics/biden-mccain-library.html?action=click&pgtype=Article&state=default&module=styln-2024-election&variant=show&region=BELOW_MAIN_CONTENT&block=storyline_flex_guide_recirc,315635,125,text/html
https://www.nytimes.com/2023/09/29/us/politics/robert-f-kennedy-third-party-democrats-primary.html?action=click&pgtype=Article&state=default&module=styln-2024-election&variant=show&region=BELOW_MAIN_CONTENT&block=storyline_flex_guide_recirc,258935,137,text/html
https://www.nytimes.com/2023/10/05/us/politics/cornel-west-independent-presidential-race.html,247212,136,text/html
https://www.nytimes.com/2023/09/25/us/politics/tim-scott-girlfriend-marriage-2024.html?action=click&pgtype=Article&state=default&module=styln-2024-election&variant=show&region=BELOW_MAIN_CONTENT&block=storyline_flex_guide_recirc,280046,140,text/html
https://www.nytimes.com/2023/10/01/us/politics/nikki-haley-iowa.html?action=click&pgtype=Article&state=default&module=styln-2024-election&variant=show&region=BELOW_MAIN_CONTENT&block=storyline_flex_guide_recirc,255037,132,text/html
https://www.nytimes.com/2016/05/08/fashion/weddings/trump-men-wedding-rings.html,259810,121,text/html
https://www.nytimes.com/books/best-sellers/advice-how-to-and-miscellaneous/,284994,130,text/html
https://www.nytimes.com/interactive/2017/books/books-calendar.html,83265,36,text/html
https://www.nytimes.com/2009/05/31/books/review/Devereaux-t.html,226161,123,text/html
https://www.nytimes.com/books/best-sellers/combined-print-and-e-book-nonfiction/,310650,167,text/html
https://www.nytimes.com/2017/04/28/books/review/killers-of-the-flower-moon-david-grann.html,254380,130,text/html
https://www.nytimes.com/2000/01/30/books/that-4-letter-word.html,212338,125,text/html
https://www.nytimes.com/books/best-sellers/trade-fiction-paperback/,309984,165,text/html
https://www.nytimes.com/books/best-sellers/graphic-books-and-manga/,303860,165,text/html
https://www.nytimes.com/books/best-sellers/paperback-nonfiction/,314383,170,text/html
https://www.nytimes.com/books/best-sellers/2023/10/08/,374705,382,text/html
https://www.nytimes.com/books/best-sellers/audio-fiction/,305141,163,text/html
https://www.nytimes.com/newsletters/books-review,83429,34,text/html
https://www.nytimes.com/books/best-sellers/series-books/,307769,131,text/html
https://www.nytimes.com/books/best-sellers/mass-market-monthly/,304889,165,text/html
https://www.nytimes.com/books/best-sellers/combined-print-and-e-book-fiction/,306758,165,text/html
https://www.nytimes.com/books/best-sellers/methodology/,143525,63,text/html
https://www.nytimes.com/2012/04/08/books/review/wonder-by-r-j-palacio.html,226519,124,text/html
https://www.nytimes.com/books/best-sellers/childrens-middle-grade-hardcover/,287097,131,text/html
https://www.nytimes.com/books/best-sellers/hardcover-nonfiction/,307367,165,text/html
https://www.nytimes.com/books/best-sellers/middle-grade-paperback-monthly/,282213,131,text/html
https://www.nytimes.com/books/best-sellers/hardcover-fiction/,308537,165,text/html
https://www.nytimes.com/books/best-sellers/young-adult-hardcover/,284975,130,text/html
https://www.nytimes.com/books/best-sellers/audio-nonfiction/,307598,167,text/html
https://www.nytimes.com/2023/10/04/theater/the-confessions-alexander-zeldin.html,260868,124,text/html
https://www.nytimes.com/books/best-sellers/business-books/,280325,130,text/html
https://www.nytimes.com/2023/10/04/movies/nathan-lane-a24-dicks-the-musical.html,303923,144,text/html
https://www.nytimes.com/article/broadway-shows-tickets.html,349535,214,text/html
https://www.nytimes.com/ca/section/theater,691281,81,text/html
https://www.nytimes.com/2023/10/04/theater/garry-hynes-sean-ocasey-dublin-trilogy.html,264687,132,text/html
https://www.nytimes.com/2023/09/27/theater/purlie-victorious-review.html,256377,128,text/html
https://www.nytimes.com/2023/09/28/theater/disney-broadway-schumacher.html,238260,118,text/html
https://www.nytimes.com/2023/10/04/theater/alicia-keys-hells-kitchen-musical.html,309792,133,text/html
https://www.nytimes.com/2023/09/28/theater/melissa-etheridge-my-window-review.html,245096,123,text/html
https://www.nytimes.com/2023/09/27/theater/juilliard-drama-tuition-free.html,241591,116,text/html
https://www.nytimes.com/2023/09/28/theater/michael-gambon-theater-appraisal.html,232870,121,text/html
https://www.nytimes.com/2023/10/05/theater/solo-shows-theater-patrick-page-isabelle-adjani.html,269732,142,text/html
https://www.nytimes.com/2023/09/29/theater/dmitry-krymov-russia-exile-la-mama.html,244850,128,text/html
https://www.nytimes.com/2023/09/28/arts/michael-gambon-dead.html,280301,116,text/html
https://www.nytimes.com/international/section/theater,691413,81,text/html
https://www.nytimes.com/spotlight/theater-critics-picks,346366,54,text/html
https://www.nytimes.com/2023/10/03/podcasts/transcript-david-french-interviews-stephanie-slade.html,596612,112,text/html
https://www.nytimes.com/2023/08/23/magazine/wildensteins-inheritance-case-art.html,413634,128,text/html
https://www.nytimes.com/2023/06/23/podcasts/gop-primary-iowa-trump.html,634726,136,text/html
https://www.nytimes.com/2022/11/15/podcasts/still-processing-severance-return-to-office.html,504570,147,text/html
https://www.nytimes.com/2023/10/06/podcasts/hard-fork-google-trial.html,667979,146,text/html
https://www.nytimes.com/2023/06/08/podcasts/slotkin-hunt-democrats-election.html,545651,136,text/html
https://www.nytimes.com/column/hard-fork,391410,55,text/html
https://www.nytimes.com/2023/10/04/podcasts/headlines-nyt-audio-app.html,261025,139,text/html
https://www.nytimes.com/2023/05/25/podcasts/jamaal-bowman-byron-donalds.html,587808,136,text/html
https://www.nytimes.com/2023/07/27/magazine/shane-mccrae-kidnapped-poetry.html,335172,122,text/html
https://www.nytimes.com/2023/09/30/style/mums-homecoming-football-texas.html,299666,128,text/html
https://www.nytimes.com/2023/09/01/business/chatbot-essays-harvard-yale-princeton-dartmouth.html,373129,127,text/html
https://www.nytimes.com/2023/09/15/podcasts/hard-fork-google-walter-isaacson-elon-musk.html,582543,145,text/html
https://www.nytimes.com/2023/10/03/opinion/ezra-klein-podcast-stephanie-slade.html,544185,137,text/html
https://www.nytimes.com/2022/12/06/podcasts/still-processing-kanye-west-undoing.html,494419,146,text/html
https://www.nytimes.com/2022/10/06/education/learning/community-schools.html,283221,121,text/html
https://www.nytimes.com/2023/09/26/opinion/ezra-klein-podcast-ken-white.html,531106,138,text/html
https://www.nytimes.com/2023/10/01/us/security-guard-public-safety-portland.html,377398,124,text/html
https://www.nytimes.com/column/ezra-klein-podcast,309801,54,text/html
https://www.nytimes.com/2023/10/04/arts/music/dead-man-walking-sing-sing-joyce-di-donato.html,313255,126,text/html
https://www.nytimes.com/section/education/learning,669935,76,text/html
https://www.nytimes.com/ca/section/education,1048576,93,text/html
https://www.nytimes.com/2023/09/12/opinion/ezra-klein-podcast-emily-drabinski.html,510449,138,text/html
https://www.nytimes.com/2023/09/30/nyregion/child-care-teachers-housing-connecticut.html,264457,127,text/html
https://www.nytimes.com/2023/10/05/podcasts/listen-dating-after-60.html,286214,126,text/html
https://www.nytimes.com/2023/05/04/opinion/classical-education-conservative-movement.html,465452,135,text/html
https://www.nytimes.com/spotlight/reporter-reads,743767,55,text/html
https://www.nytimes.com/2022/10/06/education/learning/students-schools-colleges-pandemic-life.html,420331,126,text/html
https://www.nytimes.com/2023/09/30/us/anthropology-panel-sex-binary-gender-kathleen-lowery.html,248939,120,text/html
https://www.nytimes.com/2023/04/20/opinion/daniel-ellsberg-pentagon-papers-final-warning.html,458641,136,text/html
https://www.nytimes.com/2023/09/13/nyregion/suny-fredonia-professor-lawsuit.html,256807,119,text/html
https://www.nytimes.com/2023/10/02/opinion/book-bans-education-librarians.html,277218,142,text/html
https://www.nytimes.com/2023/09/08/us/lucy-calkins-teachers-college.html,269489,125,text/html
https://www.nytimes.com/international/section/education,1048576,93,text/html
https://www.nytimes.com/2023/10/02/opinion/the-great-american-teacher-crisis.html,277358,123,text/html
https://www.nytimes.com/2023/10/03/opinion/life-expectancy-college-degree.html,273168,149,text/html
https://www.nytimes.com/2023/09/28/us/university-of-pennsylvania-resident-advisers-union.html,232563,113,text/html
https://www.nytimes.com/2023/09/08/us/ucla-dei-statement.html,303875,128,text/html
https://www.nytimes.com/2023/10/02/nyregion/nyc-schools-financial-crisis.html,300747,149,text/html
